2018250106085;1.61;8.00;8.84;2.07
2018250100759;6.73;3.08;7.82;2.00
2018250106858;4.97;8.46;8.22;2.98
2018250101317;7.88;2.63;9.05;5.78
2018250102894;8.32;5.05;3.73;2.16
2018250104393;9.96;3.44;7.05;9.47
2018250104403;8.33;8.80;7.96;3.25
2018250105263;6.38;7.01;9.61;8.60
2018250109762;5.08;2.02;9.71;6.97
2018250107199;9.74;3.02;1.73;5.30
2018250101417;8.63;8.46;2.06;6.20
2018250105051;2.42;6.39;8.93;5.08
2018250100394;7.76;5.60;9.51;6.09
2018250100703;8.02;8.44;7.86;1.55
2018250109445;1.52;3.06;6.27;3.60
2018250107316;5.47;3.12;6.24;4.56
2018250109837;4.59;2.29;2.09;8.03
2018250105992;8.22;5.08;1.65;9.61
2018250100736;8.77;3.79;8.16;5.24
2018250102196;4.04;1.51;8.88;5.67
2018250101832;2.03;4.61;1.43;9.24
2018250100108;9.43;3.44;2.93;9.88
2018250109761;2.73;3.61;9.85;9.87
2018250100169;4.88;3.60;2.83;4.62
2018250109747;3.31;1.82;7.06;4.61
2018250105573;8.54;7.86;4.15;7.18
2018250108056;7.44;6.35;8.49;3.26
2018250102013;3.10;5.23;6.82;3.82
2018250106766;8.81;8.08;5.17;5.32
2018250105725;6.46;6.42;4.55;4.06
2018250105105;9.79;8.91;7.28;1.21
2018250101174;7.55;9.98;5.79;5.46
2018250106904;9.89;2.35;4.06;4.35
2018250106556;1.85;7.15;8.00;8.82
2018250108729;7.80;6.77;9.90;9.21
2018250102451;6.33;1.24;1.34;9.37
2018250109028;9.91;4.63;4.61;7.36
2018250100728;8.20;1.15;8.10;5.00
2018250104847;3.68;3.65;8.71;8.50
2018250106498;7.64;2.47;8.68;9.73
2018250101711;7.60;3.89;8.78;4.12
2018250105762;5.00;4.05;3.91;6.28
2018250101356;7.61;3.80;5.34;3.60
2018250102412;4.62;1.73;5.23;3.95
2018250101493;3.65;9.23;1.42;2.10
2018250102108;4.02;1.15;4.33;3.94
2018250109345;4.03;1.34;5.68;4.83
2018250108844;3.74;1.05;4.27;8.28
2018250101763;3.86;8.33;1.77;8.43
2018250104027;2.93;7.30;6.37;3.59
2018250103306;2.22;4.61;9.21;3.22
2018250107364;4.02;5.73;7.25;3.31
2018250103047;8.50;3.15;8.03;6.54
2018250105807;8.00;6.37;1.76;3.81
2018250108286;6.67;1.24;2.44;2.94
2018250101929;5.95;9.78;5.15;2.99
2018250105177;1.88;8.95;6.70;6.86
2018250106309;9.07;3.05;1.70;7.35
2018250107708;7.79;3.45;5.38;4.81
2018250107998;9.98;2.15;2.53;9.02
2018250109114;1.70;2.43;8.96;9.96
2018250100296;5.39;1.07;1.47;6.81
2018250100547;8.23;4.39;3.86;4.57
2018250109091;1.41;9.87;5.42;9.69
2018250106508;9.58;3.28;5.93;6.69
2018250100045;7.62;8.54;4.20;7.95
2018250105029;3.16;1.79;2.48;6.31
2018250101313;4.40;6.77;6.09;1.44
2018250107312;6.54;6.47;9.64;5.10
2018250105676;2.54;6.50;5.59;2.92
2018250100634;8.09;1.41;5.47;4.59
2018250102309;4.27;7.81;1.76;7.63
2018250103033;2.72;2.31;4.62;1.73
2018250104985;3.52;4.02;5.40;7.80
2018250105434;6.86;9.66;4.25;8.27
2018250109718;3.69;8.56;2.25;3.00
2018250100746;2.20;2.07;5.38;1.27
2018250107738;7.99;7.23;5.51;9.08
2018250105923;5.72;7.77;6.71;2.64
2018250104832;9.96;3.51;5.01;3.38
2018250108933;2.80;4.13;7.57;9.68
2018250100563;9.44;3.77;4.62;7.94
2018250107187;5.44;6.33;1.40;8.42
2018250103239;4.52;3.15;5.75;5.57
2018250104981;6.78;8.36;4.86;7.25
2018250103993;2.42;4.40;5.28;2.13
2018250108423;4.74;2.51;7.36;2.42
2018250102671;4.43;2.81;5.08;3.08
2018250100813;6.71;8.07;5.79;5.64
2018250106376;8.72;6.80;5.14;7.57
2018250101416;2.84;6.52;4.37;3.52
2018250104662;8.23;3.40;6.61;1.56
2018250105778;6.74;7.02;1.14;4.26
2018250108512;5.30;7.11;8.90;2.72
2018250107195;4.49;5.30;9.91;4.60
2018250109077;9.51;4.91;7.61;8.62
2018250102993;4.99;3.95;3.51;4.02
2018250108708;8.94;5.27;8.21;5.13
2018250104983;4.03;1.86;8.32;3.24
2018250103364;2.24;7.94;5.46;7.22
2018250104383;2.27;5.87;6.28;3.91
2018250102145;8.38;3.77;8.13;5.87
2018250100095;2.64;1.49;5.35;1.24
2018250109752;8.94;3.94;5.34;8.52
2018250104934;2.78;9.00;9.80;8.52
2018250107061;7.19;2.07;5.49;6.43
2018250106565;4.89;7.12;2.54;6.36
2018250108549;1.21;8.99;9.99;5.39
2018250106354;3.61;5.48;8.88;3.95
2018250101017;9.76;4.50;5.86;6.81
2018250100834;8.51;5.41;8.63;6.23
2018250105916;6.15;4.55;6.76;2.77
2018250101474;1.25;8.34;9.70;8.01
2018250104474;2.05;2.34;2.37;6.90
2018250107263;1.55;6.39;3.81;3.16
2018250101525;6.12;8.23;1.50;2.01
2018250107216;8.88;4.84;9.80;9.33
2018250106521;5.14;1.64;4.96;2.96
2018250105553;4.97;7.78;7.09;3.16
2018250103831;9.13;5.99;2.97;3.30
2018250103985;5.43;4.14;1.86;7.53
2018250106179;2.00;8.22;7.55;2.15
2018250107567;7.86;7.61;7.57;6.55
2018250102391;5.71;8.06;6.37;5.48
2018250105443;8.92;6.80;9.28;2.49
2018250107935;3.82;7.56;7.97;1.56
2018250102055;2.22;8.23;2.93;6.78
2018250102629;1.88;3.73;2.06;8.18
2018250100707;4.64;8.49;8.59;3.81
2018250107269;3.11;5.87;6.63;6.78
2018250103162;3.12;6.72;2.45;7.84
2018250105896;3.09;9.11;2.30;9.10
2018250109974;1.97;6.17;1.41;9.48
2018250108706;6.75;7.69;3.55;6.47
2018250101019;4.74;7.62;5.65;4.72
2018250108684;7.00;7.04;9.82;2.90
2018250107406;4.11;1.50;9.57;3.66
2018250109851;4.81;9.54;4.38;2.35
2018250109341;8.94;8.88;4.84;4.32
2018250107498;2.11;5.30;5.43;9.02
2018250108846;8.39;3.07;1.10;6.56
2018250103307;4.64;8.32;9.02;6.04
2018250107232;1.95;4.98;8.75;1.30
2018250101615;7.73;5.03;9.02;8.26
2018250109739;4.58;9.47;5.57;9.14
2018250109403;7.84;5.24;5.47;5.80
2018250109604;3.30;8.99;9.23;6.21
2018250108645;8.24;4.44;1.28;6.45
2018250107045;2.94;7.70;8.14;3.08
2018250101383;6.96;7.49;8.82;3.33
2018250107865;2.24;9.24;8.28;1.96
2018250102024;4.26;2.57;2.30;7.86
2018250100275;7.72;8.86;7.75;3.46
2018250103753;2.79;6.22;4.69;2.28
2018250102628;9.50;7.74;6.28;7.84
2018250103545;2.76;1.52;9.10;1.45
2018250105959;4.66;9.50;4.12;6.04
2018250109758;8.52;2.51;5.66;3.86
2018250100329;7.67;3.16;7.77;6.94
2018250107787;6.54;4.11;2.80;7.10
2018250104409;4.50;5.26;5.93;6.58
2018250102003;1.99;4.36;2.64;9.56
2018250104036;8.17;3.59;1.60;7.36
2018250102332;2.21;9.53;3.62;8.80
2018250105148;8.34;1.31;7.72;3.28
2018250100452;4.70;2.93;2.23;4.00
2018250108937;4.81;7.22;2.10;6.50
2018250105496;7.40;7.55;4.57;5.56
2018250100462;6.85;6.27;1.06;5.35
2018250101426;6.49;1.28;5.67;8.82
2018250106023;1.76;4.71;2.37;3.18
2018250108176;8.39;2.45;2.31;8.09
2018250101005;2.53;1.47;7.15;2.82
2018250109491;2.05;6.30;4.08;9.75
2018250109091;4.69;4.39;5.55;6.71
2018250104989;8.31;6.09;9.50;5.65
2018250102474;7.53;9.39;5.51;9.13
2018250108293;5.03;3.46;5.50;3.87
2018250103415;2.70;1.01;4.47;2.83
2018250104651;4.83;8.45;5.85;6.92
2018250105354;6.18;1.35;6.30;2.77
2018250105702;1.43;2.94;8.65;3.23
2018250109472;5.73;5.97;7.13;7.31
2018250108626;7.97;6.43;3.89;6.89
2018250109471;8.30;1.81;3.73;2.72
2018250106608;9.05;9.86;4.69;5.08
2018250105648;9.22;9.80;9.68;7.77
2018250102177;3.22;2.07;1.56;1.80
2018250107696;3.28;7.63;3.21;4.55
2018250102279;6.99;3.27;3.14;4.86
2018250106197;6.02;2.02;3.84;1.09
2018250109798;5.99;4.82;5.67;1.13
2018250107098;6.69;3.90;6.14;6.33
2018250102672;9.57;7.78;7.80;3.99
2018250109816;5.47;4.98;1.83;8.11
2018250100404;2.30;7.34;9.53;6.04
2018250101931;3.45;7.42;5.41;6.52
2018250108283;9.87;3.48;5.44;5.05
2018250102337;1.18;3.80;9.90;4.89
2018250105949;2.48;1.69;8.98;1.17
2018250104244;7.36;3.68;1.24;7.48
2018250107603;3.16;7.59;4.10;1.68
2018250108931;6.46;6.20;3.53;6.70
2018250108666;1.74;1.85;2.26;8.40
2018250105051;8.83;1.58;4.19;2.08
2018250106313;1.44;9.11;9.45;5.34
2018250101148;2.29;4.38;9.88;5.62
2018250106398;6.53;8.83;9.16;8.21
2018250104505;2.85;1.14;8.57;2.52
2018250103772;9.82;5.70;3.19;7.35
2018250100501;3.67;8.76;1.40;8.57
2018250101129;2.63;6.65;3.91;7.75
2018250103541;4.23;8.91;8.48;9.54
2018250104518;4.95;6.33;5.04;5.76
2018250108874;7.71;3.41;3.46;3.83
2018250106981;8.75;7.32;1.77;3.57
2018250108669;4.87;2.83;7.69;4.82
2018250103162;1.97;8.03;4.13;7.47
2018250101061;8.23;7.72;5.04;3.30
2018250104116;2.93;4.28;2.22;7.53
2018250109119;2.06;4.23;8.60;5.41
2018250100962;9.14;7.48;4.64;3.74
2018250107817;3.95;5.58;5.10;5.57
2018250108994;4.68;4.87;7.31;4.95
2018250106152;2.84;8.64;2.82;9.29
2018250100917;4.31;8.00;1.60;3.09
2018250109282;9.33;5.63;4.48;3.70
2018250105754;5.56;3.00;3.30;3.65
2018250100374;2.07;1.46;3.79;1.83
2018250105611;1.72;5.76;1.64;4.39
2018250100661;2.47;6.83;2.32;8.19
2018250101687;3.88;1.24;7.53;4.73
2018250103347;7.86;1.78;6.95;7.77
2018250102792;7.41;8.41;5.81;6.72
2018250100219;8.62;3.61;8.74;5.33
2018250101868;9.91;5.59;5.16;5.13
2018250109787;8.75;9.01;1.98;4.84
2018250101109;9.56;8.49;9.63;8.54
2018250109533;2.76;6.83;2.46;5.02
2018250109179;3.33;5.67;5.52;8.50
2018250102809;3.21;2.19;3.24;5.45
2018250109229;9.42;2.40;2.11;2.05
2018250108759;4.59;4.47;6.49;5.40
2018250101871;6.24;5.68;9.68;8.73
2018250109026;4.02;7.13;1.35;1.84
2018250103915;4.61;4.29;7.40;8.12
2018250106608;5.18;1.13;9.93;1.13
2018250105848;5.09;4.41;9.93;7.04
2018250104845;5.24;5.35;1.73;1.59
2018250100258;3.65;3.44;7.41;3.50
2018250102727;8.05;2.25;8.90;1.12
2018250101451;6.20;4.99;1.06;7.18
2018250106545;3.30;6.55;7.27;1.55
2018250109998;8.48;3.36;6.59;6.58
2018250108054;7.15;1.98;7.61;6.87
2018250102277;5.75;7.13;1.89;7.09
2018250102398;1.11;6.53;8.08;4.73
2018250100657;6.46;7.64;9.78;2.38
2018250108462;2.73;6.01;1.98;1.20
2018250106556;3.05;4.35;3.08;1.17
2018250109527;3.59;3.58;1.89;2.26
2018250109851;5.54;6.86;2.49;7.93
2018250103886;6.68;8.39;4.09;3.13
2018250107457;3.12;5.56;6.75;9.64
2018250109153;3.67;2.26;2.21;3.91
2018250107279;7.09;3.03;6.71;2.55
2018250103724;8.52;5.36;6.89;2.61
2018250108699;2.92;3.47;3.13;4.81
2018250103349;9.56;7.28;8.84;1.85
2018250104081;6.66;5.44;7.99;6.84
2018250106934;6.67;5.42;3.67;4.91
2018250100101;4.85;8.55;9.84;3.99
2018250100456;2.59;9.67;2.62;8.35
2018250107568;6.79;8.10;4.83;3.32
2018250104959;9.80;2.27;5.54;4.04
2018250100379;4.28;9.96;4.76;2.43
2018250103855;7.03;3.93;7.81;5.96
2018250107542;6.84;9.32;9.61;8.80
2018250106207;3.79;9.02;9.93;7.35
2018250109336;8.89;1.16;2.41;6.08
2018250107619;9.76;2.42;7.04;7.55
2018250100831;9.20;2.07;4.99;2.70
2018250107108;7.64;3.28;6.16;3.26
2018250103816;7.73;8.42;8.89;4.84
2018250102991;8.15;2.23;6.50;6.11
2018250108017;4.48;2.54;2.32;6.66
2018250102519;1.67;2.30;6.91;3.39
2018250101535;4.09;4.99;9.09;3.04
2018250108319;6.24;4.38;2.75;2.69
2018250100557;3.53;3.43;8.88;4.56
2018250107982;8.09;4.98;1.29;4.55
2018250106066;5.89;2.42;6.71;7.87
2018250106394;4.21;5.93;6.09;1.48
2018250101149;7.00;5.93;9.79;1.84
2018250108169;3.24;4.39;9.77;8.72
2018250101568;2.45;3.45;1.32;5.19
2018250104915;9.77;9.06;5.48;4.81
2018250106546;8.92;5.47;8.58;8.87
2018250101069;2.49;3.88;6.63;4.13
2018250105379;8.78;9.90;5.07;8.12
2018250100696;4.36;6.68;4.91;3.44
2018250104677;9.52;2.59;2.22;4.14
2018250105671;8.08;4.64;6.34;1.80
2018250100882;4.73;3.86;9.52;8.82
2018250102503;8.48;3.41;3.19;2.46
2018250105763;3.40;1.23;5.82;2.24
2018250101752;8.41;3.78;9.75;7.58
2018250100448;3.95;3.47;4.07;2.78
2018250103769;2.13;8.24;3.98;6.85
2018250106581;4.28;1.31;6.54;5.75
2018250109567;9.21;9.86;6.29;2.49
2018250103321;7.01;9.68;7.50;2.26
2018250106601;5.09;7.25;9.72;5.43
2018250101491;4.31;1.82;3.79;5.78
2018250102206;8.55;5.39;1.43;8.23
2018250105131;9.26;8.36;7.11;1.72
2018250104319;8.15;7.37;5.98;7.89
2018250100316;6.76;1.54;3.84;7.04
2018250101807;7.63;1.51;4.43;4.12
2018250104028;2.34;3.21;1.56;5.98
2018250100778;8.44;5.48;2.27;4.57
2018250104938;3.52;3.67;1.13;3.62
2018250101043;9.12;5.89;4.22;1.43
2018250104423;2.60;1.78;2.03;7.74
2018250101223;1.30;8.52;3.34;3.22
2018250108381;6.64;2.07;1.86;1.53
2018250100575;9.29;7.23;7.83;1.52
2018250109291;6.63;9.40;3.90;8.30
2018250105199;4.14;8.23;6.05;2.25
2018250106713;4.69;4.08;9.89;4.62
2018250103184;7.52;9.71;2.32;7.22
2018250103144;5.00;4.92;8.46;2.69
2018250101386;1.19;1.52;3.47;6.17
2018250105635;9.15;2.05;8.56;2.83
2018250108714;7.74;6.43;7.33;2.07
2018250107452;3.70;6.94;6.69;7.82
2018250109966;2.24;3.74;8.44;9.63
2018250109261;8.92;4.74;2.01;4.58
2018250105871;2.85;6.96;3.43;1.98
2018250101309;1.97;8.08;8.50;3.61
2018250100143;7.57;8.59;2.09;3.77
2018250105295;1.23;8.24;7.25;9.36
2018250105611;3.96;7.34;7.47;7.47
2018250105168;9.35;6.07;2.77;2.77
2018250108564;5.39;9.18;8.06;4.45
2018250100725;4.03;9.96;7.92;3.98
2018250100891;2.14;9.13;3.81;4.23
2018250109828;2.50;9.39;8.86;9.85
2018250107521;1.57;7.79;7.43;3.68
2018250102145;3.32;4.27;2.81;7.44
2018250100463;1.78;3.60;8.80;8.07
2018250104504;2.98;3.30;3.43;6.00
2018250109128;5.74;5.38;1.21;5.40
2018250103817;2.92;8.05;7.88;6.09
2018250100807;7.70;1.58;4.36;2.21
2018250104767;7.08;3.52;4.73;6.00
2018250109122;7.52;1.29;3.10;5.86
2018250107017;6.57;3.47;2.12;8.62
2018250109045;2.34;6.03;9.00;6.60
2018250101165;7.31;7.71;7.33;7.97
2018250105389;6.11;6.27;3.87;6.33
2018250103232;9.72;5.69;4.81;9.83
2018250106414;5.12;9.88;2.97;2.82
2018250104289;1.59;9.10;8.53;4.76
2018250106031;8.78;6.13;3.00;1.76
2018250104033;3.72;4.99;4.59;9.63
2018250101432;6.48;1.52;1.48;7.68
2018250107852;5.12;6.49;9.10;4.30
2018250100891;1.49;9.23;7.88;4.47
2018250100616;7.92;5.71;9.36;6.92
2018250109379;4.32;9.38;8.49;9.92
2018250102769;1.48;1.02;8.61;10.00
2018250106075;1.19;4.15;6.69;3.13
2018250107782;6.35;5.30;7.87;3.22
2018250104999;8.03;3.18;9.25;7.65
2018250100273;9.33;1.22;5.94;9.75
2018250101379;6.24;5.31;1.78;3.08
2018250108726;6.84;4.53;4.31;4.32
2018250103561;2.84;8.75;2.57;9.18
2018250103555;7.14;5.60;8.77;9.81
2018250108266;5.43;1.30;8.53;1.74
2018250106849;8.20;6.65;6.20;8.46
2018250106307;7.74;6.61;4.39;8.90
2018250101263;8.88;4.82;3.61;4.75
2018250107927;6.33;6.06;1.98;8.17
2018250101139;7.55;1.68;7.33;1.08
2018250109206;6.37;9.47;9.43;4.16
2018250103945;5.29;1.70;1.24;7.20
2018250101893;9.65;2.38;7.98;8.05
2018250106808;2.14;2.78;2.86;4.54
2018250106381;1.92;5.23;2.73;1.21
2018250108575;7.30;7.14;2.50;4.59
2018250107256;9.24;5.97;8.38;2.67
2018250104207;9.54;9.74;5.78;1.18
2018250104737;2.50;7.43;6.40;9.59
2018250100957;8.87;7.79;9.71;8.27
2018250103241;9.53;2.86;5.26;6.11
2018250101713;2.82;7.06;9.34;4.31
2018250103139;7.69;6.73;8.34;8.56
2018250102363;5.28;3.41;6.75;9.97
2018250104202;6.87;5.15;7.90;2.43
2018250109164;9.22;5.93;4.95;1.40
2018250109966;6.29;3.43;6.99;6.89
2018250104575;9.04;3.67;8.06;8.90
2018250102176;6.88;7.44;1.05;3.84
2018250106364;2.61;7.30;2.11;4.10
2018250101185;6.18;4.38;8.05;5.82
2018250100619;1.76;9.56;8.88;1.38
2018250109977;3.80;7.94;2.40;5.35
2018250108171;8.24;7.74;1.24;2.85
2018250101825;9.35;6.81;5.95;7.73
2018250101629;2.41;5.03;3.90;9.13
2018250103334;6.32;5.49;9.54;3.52
2018250102796;3.12;5.61;3.41;9.25
2018250102477;5.19;2.18;9.88;1.77
2018250103506;5.99;8.87;6.65;4.15
2018250104811;3.84;1.52;8.44;2.21
2018250103542;7.15;2.26;7.09;4.05
2018250109805;7.41;8.69;9.82;6.95
2018250108356;4.59;5.63;3.93;3.88
2018250103466;9.27;3.40;3.79;5.54
2018250104026;3.90;3.21;4.14;6.96
2018250102687;4.11;7.93;9.26;5.06
2018250104546;3.11;1.20;1.11;4.89
2018250109609;6.61;5.33;1.69;6.90
2018250100325;3.23;4.80;3.74;1.77
2018250105005;1.66;7.63;6.76;6.61
2018250101305;6.85;5.02;3.33;2.65
2018250106674;3.23;9.91;2.05;3.80
2018250106484;7.00;9.69;5.15;7.40
2018250105213;6.91;9.28;4.27;3.43
2018250108236;3.39;5.73;5.70;8.40
2018250101206;1.42;5.32;4.84;1.56
2018250108973;3.16;1.71;3.49;8.14
2018250105893;7.06;4.42;4.80;6.22
2018250105424;5.16;5.18;4.85;3.10
2018250100632;9.02;1.36;9.17;4.78
2018250104911;8.90;1.82;5.89;8.75
2018250105304;4.60;7.14;9.96;7.05
2018250105128;9.73;9.96;5.20;3.47
2018250101158;4.82;3.52;3.64;5.89
2018250102557;5.89;7.28;4.33;4.06
2018250108674;2.25;4.65;6.13;9.41
2018250103527;9.21;5.45;3.01;7.73
2018250102804;7.04;1.06;2.85;8.48
2018250108638;8.45;2.62;8.10;6.09
2018250108907;1.32;9.50;4.96;8.67
2018250106976;9.00;2.80;2.44;6.81
2018250103296;9.92;5.53;5.04;3.32
2018250103412;2.91;4.63;3.98;2.94
2018250101932;3.86;1.34;1.50;8.94
2018250102132;7.87;9.68;6.43;1.08
2018250107108;2.91;5.97;8.91;9.02
2018250107147;2.07;8.42;6.16;9.21
2018250106255;7.34;6.42;2.69;6.45
2018250101435;3.39;6.28;2.68;9.45
2018250100637;6.52;7.79;5.20;9.19
2018250105069;9.19;8.66;8.94;2.08
2018250103149;8.93;1.88;8.60;5.84
2018250100765;2.14;3.85;3.89;2.57
2018250103625;7.29;1.62;3.10;8.77
2018250105194;9.08;3.24;3.05;7.40
2018250101239;7.50;9.00;6.31;8.82
2018250103659;3.36;1.57;8.76;3.93
2018250102806;2.90;8.32;2.64;7.93
2018250101245;1.02;8.42;9.97;9.82
2018250107158;4.40;7.88;2.67;9.23
2018250101594;7.84;2.28;2.07;5.60
2018250100052;9.64;4.04;3.87;7.45
2018250104782;5.31;6.57;4.93;9.96
2018250107673;7.07;7.47;7.52;3.32
2018250101812;4.49;1.21;2.04;6.93
2018250104914;5.28;7.03;4.51;4.36
2018250101371;7.34;4.25;2.11;6.70
2018250109978;9.23;6.37;6.89;5.20
2018250106705;8.77;8.02;4.17;3.62
2018250103114;2.15;7.08;7.18;3.88
2018250103302;6.39;7.10;6.41;9.90
2018250101848;9.00;2.51;1.46;5.95
2018250106753;7.50;5.17;5.41;9.93
2018250109472;1.17;3.12;3.38;1.71
2018250106648;1.40;1.12;1.07;4.51
2018250102419;1.14;2.91;7.31;3.82
2018250106402;4.51;1.05;8.02;2.85
2018250102911;4.76;3.81;3.21;3.37
2018250108605;6.66;7.52;6.67;4.59
2018250109755;9.09;5.01;7.47;8.76
2018250100264;6.95;6.00;2.78;5.90
2018250108274;8.83;1.54;3.86;5.49
2018250101212;8.57;5.37;9.70;9.49
2018250104698;9.01;4.19;1.15;1.76
2018250101662;5.65;8.70;7.70;9.36
2018250105737;7.59;1.36;8.88;6.04
2018250102524;5.38;4.72;7.13;3.73
2018250100165;2.15;3.41;6.58;3.07
2018250103346;9.37;9.26;3.26;5.95
2018250104363;8.76;3.93;7.70;8.48
